State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Churn_binary,Total_charge,Avg_Day_Call_Duration,Avg_Eve_Call_Duration,Avg_Night_Call_Duration,Avg_Intl_Call_Duration,Cust_Serv_Call_Rate,TotalServices,EngagementScore,CS_Calls_x_DayCharge,IntlPlan_x_IntlMins,IsNewCustomer,IsPremium,Total_Minutes,Day_Min_Per_Call,Intl_Plan_Bin,Critical_Intl_Interaction,Log_Total_Minutes,Account_Length_Sq
DC,138,415,No,No,0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,False,0,50.52,1.9597701149425288,1.0189655172413794,1.6927927927927928,1.5999999999999999,0.014492753623188406,1,138,57.98,0.0,0,0,487.8,1.9597698896816218,0,0,6.191953407857386,19044
ND,79,408,No,No,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,False,0,65.18,1.6723577235772358,1.9861111111111112,2.133018867924528,0.37222222222222223,0.012658227848101266,1,79,34.97,0.0,0,0,653.0,1.6723575876132042,0,0,6.483107351457199,6241
MO,95,415,Yes,No,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,True,1,64.53,1.9702380952380953,2.555357142857143,2.2348314606741573,5.75,0.010526315789473684,2,190,28.14,11.5,0,0,662.1,1.970237860685969,1,1,6.496925808374822,9025
KS,127,415,No,No,0,221.0,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,False,0,63.56000000000001,2.21,1.4221238938053096,2.428125,1.7,0.015748031496062992,1,127,75.14,0.0,0,1,621.5999999999999,2.209999779000022,0,0,6.433904258007508,16129
SD,137,510,No,No,0,242.1,118,41.16,191.0,93,16.24,218.6,50,9.84,14.7,2,3.97,3,False,0,71.21,2.051694915254237,2.053763440860215,4.372,7.35,0.021897810218978103,1,137,123.47999999999999,0.0,0,1,666.4000000000001,2.0516947413818016,0,0,6.503389566317273,18769
OK,97,415,No,No,0,151.6,107,25.77,155.4,96,13.21,240.0,112,10.8,14.7,4,3.97,1,False,0,53.75,1.416822429906542,1.6187500000000001,2.142857142857143,3.675,0.010309278350515464,1,97,25.77,0.0,0,0,561.7,1.4168222974932432,0,0,6.332746626439233,9409
OR,149,415,Yes,No,0,176.2,87,29.95,145.0,81,12.33,249.5,92,11.23,5.7,4,1.54,0,False,0,55.050000000000004,2.0252873563218388,1.7901234567901234,2.7119565217391304,1.425,0.0,2,298,0.0,5.7,0,0,576.4000000000001,2.0252871235302154,1,0,6.358535267228834,22201
IN,117,415,Yes,Yes,22,196.0,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1.0,1,False,0,71.9,2.3902439024390243,3.9353658536585363,1.88,0.74,0.008547008547008548,3,351,33.32,3.7,0,0,748.0000000000001,2.390243610945901,1,1,6.618738983517219,13689
OH,84,408,No,No,0,159.5,125,27.12,247.1,90,21.0,187.9,82,8.46,7.2,4,1.94,2,False,0,58.52,1.276,2.7455555555555553,2.2914634146341464,1.8,0.023809523809523808,1,84,54.24,0.0,0,0,601.7,1.2759998979200082,0,0,6.401419560488998,7056
KS,137,415,No,No,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,False,0,69.96,2.0371681415929204,2.789873417721519,1.844144144144144,1.5285714285714285,0.029197080291970802,1,137,156.52,0.0,0,1,666.0,2.0371679613125697,0,0,6.502790045915623,18769
CT,99,415,No,No,0,146.7,64,24.94,274.0,99,23.29,321.3,98,14.46,8.9,1,2.4,3,False,0,65.09,2.2921875,2.7676767676767677,3.2785714285714285,8.9,0.030303030303030304,1,99,74.82000000000001,0.0,0,0,750.9,2.292187141845759,0,0,6.622603336383981,9801
WI,85,415,No,No,0,102.0,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,False,0,49.870000000000005,1.0736842105263158,1.9438848920863308,1.4114285714285713,3.5666666666666664,0.011764705882352941,1,85,17.34,0.0,0,0,531.1,1.073684097506937,0,0,6.276831441602324,7225
MS,150,510,No,No,0,126.0,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,False,0,57.269999999999996,1.2727272727272727,3.267123287671233,2.8510000000000004,1.7,0.02,1,150,64.26,0.0,0,0,659.8000000000001,1.2727271441689754,0,0,6.493451222206769,22500
WV,43,415,No,No,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3.0,1,False,0,62.00999999999999,1.3472,2.7393258426966294,2.104901960784314,5.55,0.023255813953488372,1,43,28.63,0.0,0,0,638.0000000000001,1.3471998922240087,0,0,6.459904454377535,1849
MD,98,415,No,No,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,False,0,63.92000000000001,2.244565217391304,1.1592105263157895,2.0243478260869567,2.48,0.05102040816326531,1,98,175.55,0.0,0,0,627.9,2.2445649734168507,0,0,6.443972261549457,9604
PA,112,510,No,No,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,False,0,65.25,2.856578947368421,2.052,2.0406593406593405,3.1333333333333333,0.017857142857142856,1,112,73.82,0.0,0,1,617.4,2.856578571502819,0,0,6.427135497273212,12544
WI,16,510,No,No,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,True,1,66.91000000000001,2.9435897435897433,1.9046296296296295,1.8263736263736263,5.4,0.0,1,16,0.0,0.0,0,1,612.3,2.943589366206491,0,0,6.418854212631938,256
TN,98,415,No,Yes,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,False,0,62.71,3.126966292134832,0.6531468531468532,2.5619047619047617,1.94,0.0,2,196,0.0,0.0,0,1,489.00000000000006,3.1269659407903436,0,0,6.194405391104673,9604
IL,84,510,No,No,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,False,0,52.66,1.4069767441860466,1.1669642857142857,1.5805084745762712,2.125,0.011904761904761904,1,84,30.86,0.0,0,0,507.2,1.4069766351180903,0,0,6.230875070886063,7056
DC,66,415,No,No,0,167.3,91,28.44,230.0,68,19.55,191.7,118,8.63,10.6,5,2.86,1,True,1,59.480000000000004,1.8384615384615386,3.3823529411764706,1.6245762711864407,2.12,0.015151515151515152,1,66,28.44,0.0,0,0,599.6,1.8384613364328202,0,0,6.39792915554923,4356
GA,98,415,No,Yes,31,121.0,105,20.57,218.9,98,18.61,226.7,110,10.2,12.0,1,3.24,1,False,0,52.62,1.1523809523809523,2.2336734693877554,2.060909090909091,12.0,0.01020408163265306,2,196,20.57,0.0,0,0,578.5999999999999,1.1523808426303959,0,0,6.362338210446527,9604
ID,74,415,No,No,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,False,0,60.67,1.7830645161290322,1.1787234042553192,2.14375,3.533333333333333,0.0,1,74,0.0,0.0,0,1,582.6,1.7830643723335182,0,0,6.369215816648631,5476
KY,119,510,No,No,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,False,0,62.00000000000001,1.8262295081967215,1.525233644859813,1.4339285714285714,1.8666666666666665,0.008403361344537815,1,119,37.88,0.0,0,1,557.8000000000001,1.8262293585057903,0,0,6.325791627382807,14161
OH,73,415,No,No,0,183.4,80,31.18,242.0,115,20.57,201.4,100,9.06,7.5,3,2.03,4,False,0,62.84,2.2925,2.1043478260869564,2.0140000000000002,2.5,0.0547945205479452,1,73,124.72,0.0,0,0,634.3,2.292499713437536,0,0,6.454097328272487,5329
WI,92,415,Yes,No,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,False,0,70.06,2.9043956043956047,1.3991304347826088,2.7205479452054795,1.86,0.0,2,184,0.0,9.3,0,1,633.1,2.9043952852312875,1,0,6.452206670705986,8464
IL,21,415,No,No,0,146.0,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,False,0,47.11000000000001,1.8717948717948718,1.388607594936709,2.2907407407407407,0.9714285714285714,0.0,1,21,0.0,0.0,0,0,509.90000000000003,1.8717946318212009,0,0,6.2361738763367525,441
DE,122,510,No,No,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,True,1,53.599999999999994,1.1723880597014924,1.5155737704918033,3.342372881355932,1.7,0.03278688524590164,1,122,106.84,0.0,0,0,547.7,1.1723879722098527,0,0,6.30755184406493,14884
RI,133,510,Yes,No,0,127.3,108,21.64,251.3,81,21.36,135.0,88,6.08,10.3,3,2.78,1,False,0,51.86,1.1787037037037036,3.1024691358024694,1.5340909090909092,3.4333333333333336,0.007518796992481203,2,266,21.64,10.3,0,0,523.9,1.178703594564482,1,1,6.263207768258254,17689
TX,145,415,No,No,0,187.9,110,31.94,197.0,117,16.75,167.0,108,7.52,4.8,4,1.3,2,False,0,57.50999999999999,1.7081818181818182,1.6837606837606838,1.5462962962962963,1.2,0.013793103448275862,1,145,63.88,0.0,0,0,556.6999999999999,1.7081816628925761,0,0,6.323821183395508,21025
OR,25,408,No,No,0,178.8,90,30.4,141.2,72,12.0,203.0,99,9.14,8.4,5,2.27,2,False,0,53.81,1.9866666666666668,1.961111111111111,2.0505050505050506,1.6800000000000002,0.08,1,25,60.8,0.0,0,0,531.4,1.9866664459259504,0,0,6.277395086520957,625
MS,126,415,No,No,0,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7.0,5,1.89,3,False,0,70.93,2.2901785714285716,2.216666666666667,1.5434426229508198,1.4,0.023809523809523808,1,126,130.82999999999998,0.0,0,1,651.3,2.29017836694836,0,0,6.4805045788020506,15876
OR,76,415,No,No,0,169.5,77,28.82,124.0,87,10.54,219.4,92,9.87,10.0,3,2.7,0,False,0,51.93,2.2012987012987013,1.4252873563218391,2.384782608695652,3.3333333333333335,0.0,1,76,0.0,0.0,0,0,522.9,2.20129841541579,0,0,6.261300826414174,5776
DE,113,415,No,No,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,True,1,77.88,5.1,2.571818181818182,2.709090909090909,2.9,0.017699115044247787,1,113,81.5,0.0,0,1,769.6999999999999,5.099998914893847,0,0,6.647299192783947,12769
DE,224,510,Yes,No,0,171.5,99,29.16,160.0,103,13.6,212.4,102,9.56,5.0,2,1.35,1,True,1,53.67,1.7323232323232323,1.5533980582524272,2.0823529411764707,2.5,0.004464285714285714,2,448,29.16,5.0,0,0,548.9,1.7323230573411053,1,1,6.309736443513769,50176
SD,128,408,No,Yes,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16.0,6,4.32,1,False,0,55.839999999999996,1.9493150684931508,2.465822784810127,2.954320987654321,2.6666666666666665,0.0078125,2,256,24.19,0.0,0,0,592.4000000000001,1.9493148014637258,0,0,6.385868707856722,16384
NV,115,415,No,No,0,184.1,98,31.3,327.0,73,27.8,212.5,106,9.56,7.5,6,2.03,2,False,0,70.69,1.8785714285714286,4.47945205479452,2.0047169811320753,1.25,0.017391304347826087,1,115,62.6,0.0,0,0,731.1,1.8785712368804859,0,0,6.595917116652597,13225
NM,141,415,No,Yes,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,False,0,67.88000000000001,1.642063492063492,2.098412698412698,1.385483870967742,0.8454545454545456,0.014184397163120567,2,282,70.34,0.0,0,0,652.3999999999999,1.642063361741003,0,0,6.48218949916697,19881
MN,51,510,No,No,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,False,0,66.75999999999999,2.2798245614035086,1.8744680851063829,0.6892857142857143,15.3,0.0196078431372549,1,51,44.18,0.0,0,1,528.5999999999999,2.2798243614189153,0,0,6.272122004622799,2601
NJ,100,415,No,No,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,False,0,70.96999999999998,1.6704918032786886,3.725,2.3771084337349397,4.166666666666667,0.0,1,100,0.0,0.0,0,0,696.7,1.6704916663531422,0,0,6.547789210945191,10000
IN,96,415,No,Yes,45,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,False,0,68.87,2.0064516129032257,1.8220779220779222,2.5843137254901962,5.15,0.03125,2,192,126.89999999999999,0.0,0,1,663.0,2.006451451092625,0,0,6.498282149476434,9216
ME,163,415,No,No,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,False,0,41.940000000000005,0.9488372093023256,1.05,1.8577319587628864,1.7857142857142858,0.006134969325153374,1,163,20.81,0.0,0,0,428.5,0.9488371357490593,0,0,6.06262174142431,26569
NH,67,415,No,Yes,40,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,1,False,0,48.59,1.613846153846154,2.3258064516129036,1.6984375,1.0666666666666667,0.014925373134328358,2,134,17.83,0.0,0,0,548.2,1.6138459055621683,0,0,6.308462673893816,4489
OR,49,510,No,No,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,False,0,56.53,1.7304347826086957,2.970652173913044,1.4013071895424838,1.7714285714285716,0.04081632653061224,1,49,40.6,0.0,0,0,619.5,1.7304345318210823,0,0,6.430525604644662,2401
KS,46,510,No,No,0,250.3,100,42.55,260.6,90,22.15,195.0,104,8.78,13.3,2,3.59,2,True,1,77.07,2.503,2.8955555555555557,1.875,6.65,0.043478260869565216,1,46,85.1,0.0,0,1,719.2,2.502999749700025,0,0,6.579528951214775,2116
NE,148,415,No,No,0,178.3,98,30.31,282.6,110,24.02,181.0,98,8.15,11.4,4,3.08,1,False,0,65.56,1.819387755102041,2.5690909090909093,1.846938775510204,2.85,0.006756756756756757,1,148,30.31,0.0,0,0,653.3000000000001,1.8193875694502482,0,0,6.483565961875693,21904
MI,112,510,No,No,0,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,1,False,0,71.97999999999999,3.1610389610389613,1.877319587628866,2.7574468085106383,6.4,0.008928571428571428,1,112,41.38,0.0,0,1,697.5,3.161038550514474,0,0,6.5489351786970165,12544
SC,78,415,No,No,0,155.0,106,26.35,175.3,101,14.9,155.6,125,7.0,11.8,5,3.19,2,False,0,51.44,1.4622641509433962,1.7356435643564359,1.2448,2.3600000000000003,0.02564102564102564,1,78,52.7,0.0,0,0,497.7,1.462264012993961,0,0,6.212004712552077,6084
PA,61,408,No,Yes,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0,False,0,77.86,2.8584158415841583,1.9980392156862745,4.146938775510204,2.8666666666666667,0.0,2,122,0.0,0.0,0,1,704.3000000000001,2.858415558572717,0,0,6.558623244214133,3721
MT,58,510,No,Yes,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,False,0,61.39,3.005,1.3065934065934066,1.5203703703703704,3.733333333333333,0.017241379310344827,2,116,40.87,0.0,0,1,534.7,3.004999624375047,0,0,6.283574302886914,3364
NM,155,415,No,No,0,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8.0,3,2.16,1,False,0,69.78,1.5471544715447156,3.138541666666667,1.6014925373134328,2.6666666666666665,0.0064516129032258064,1,155,32.35,0.0,0,0,714.2,1.5471543457598094,0,0,6.572562223859305,24025
OH,100,510,No,No,0,278.0,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0,True,1,74.39999999999999,3.6578947368421053,2.3878378378378375,1.742063492063492,2.075,0.0,1,100,0.0,0.0,0,1,682.5,3.657894255540229,0,0,6.527226656164005,10000
WY,113,510,No,No,0,155.0,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,1,False,0,66.62,1.6666666666666667,3.118867924528302,1.5398373983739837,4.5,0.008849557522123894,1,113,26.35,0.0,0,0,688.5,1.6666664874552164,0,0,6.5359666972333565,12769
AR,135,510,No,Yes,27,273.4,141,46.48,154.0,99,13.09,245.8,112,11.06,12.3,6,3.32,1,False,0,73.94999999999999,1.9390070921985814,1.5555555555555556,2.194642857142857,2.0500000000000003,0.007407407407407408,2,270,46.48,0.0,0,1,685.5,1.9390069546803577,0,0,6.531606225208026,18225
FL,99,408,No,No,0,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,0,False,0,58.89,1.6698924731182796,2.7968421052631576,2.1746268656716414,3.1,0.0,1,99,0.0,0.0,0,0,579.1,1.6698922935599685,0,0,6.363200502472019,9801
AR,59,510,No,Yes,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,False,0,49.190000000000005,1.1675438596491228,2.697560975609756,1.2776699029126213,2.2666666666666666,0.01694915254237288,2,118,22.63,0.0,0,0,492.7,1.1675437572330036,0,0,6.201928045264817,3481
MO,135,510,No,No,0,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,1,False,0,68.27000000000001,1.9131782945736435,1.5520661157024795,1.4174311926605505,2.52,0.007407407407407408,1,135,41.96,0.0,0,1,601.7,1.91317814626526,0,0,6.401419560488998,18225
WI,85,408,Yes,No,0,165.4,107,28.12,196.0,126,16.66,349.2,110,15.71,9.6,7,2.59,2,False,0,63.08,1.5457943925233646,1.5555555555555556,3.1745454545454543,1.3714285714285714,0.023529411764705882,2,170,56.24,9.6,0,0,720.1999999999999,1.5457942480566123,1,2,6.5809164913291625,7225
TX,88,510,No,No,0,138.3,116,23.51,236.0,138,20.06,179.1,110,8.06,9.6,4,2.59,3,False,0,54.22,1.192241379310345,1.710144927536232,1.6281818181818182,2.4,0.03409090909090909,1,88,70.53,0.0,0,0,563.0,1.1922412765309245,0,0,6.335054251498059,7744
NM,55,510,No,No,0,286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86,2,False,0,70.7,2.867,1.1107438016528925,1.5811475409836067,1.3800000000000001,0.03636363636363636,1,55,97.48,0.0,0,1,620.9,2.8669997133000287,0,0,6.432779308109843,3025
GA,75,415,No,No,0,117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29,1,False,0,45.18,1.0289473684210526,3.2967213114754097,1.3158536585365854,4.066666666666666,0.013333333333333334,1,75,19.94,0.0,0,0,438.49999999999994,1.0289472781625193,0,0,6.085637717125231,5625
KS,86,408,No,Yes,23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,False,0,72.99000000000001,2.107476635514019,2.3457142857142856,3.033333333333333,4.9,0.0,2,172,0.0,0.0,0,1,727.3,2.107476438553604,0,0,6.59071305122387,7396
OH,97,408,No,No,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3.0,1,True,1,79.89,2.0511999999999997,2.739,2.2049504950495047,11.1,0.010309278350515464,1,97,43.59,0.0,0,1,764.1,2.051199835904013,0,0,6.6400065442378065,9409
MA,88,415,No,No,0,264.8,124,45.02,245.4,112,20.86,160.5,115,7.22,14.8,2,4.0,1,True,1,77.1,2.135483870967742,2.1910714285714286,1.3956521739130434,7.4,0.011363636363636364,1,88,45.02,0.0,0,1,685.5,2.135483698751315,0,0,6.531606225208026,7744
KY,54,408,No,No,0,159.8,99,27.17,264.0,64,22.44,115.7,70,5.21,9.7,7,2.62,2,False,0,57.44,1.6141414141414143,4.125,1.6528571428571428,1.3857142857142857,0.037037037037037035,1,54,54.34,0.0,0,0,549.2,1.6141412510968434,0,0,6.310281848490474,2916
DC,11,415,No,Yes,28,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6.0,3,1.62,3,False,0,60.839999999999996,2.2162790697674417,1.8040983606557377,2.25375,2.0,0.2727272727272727,2,22,97.19999999999999,0.0,1,0,597.0,2.216278812060603,0,0,6.393590753950631,121
WA,109,415,No,No,0,184.0,120,31.28,120.4,119,10.23,153.7,86,6.92,11.0,3,2.97,0,False,0,51.400000000000006,1.5333333333333334,1.011764705882353,1.7872093023255813,3.6666666666666665,0.0,1,109,0.0,0.0,0,0,469.09999999999997,1.5333332055555662,0,0,6.152945438030085,11881
UT,90,415,No,No,0,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1,False,0,72.0,2.0453125,2.121153846153846,1.501098901098901,1.92,0.011111111111111112,1,90,44.51,0.0,0,1,628.6,2.0453123402099735,0,0,6.445084697103193,8100
NV,91,408,No,No,0,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,False,0,53.54,1.7826666666666666,2.2448275862068967,3.151685393258427,2.95,0.0,1,91,0.0,0.0,0,0,615.4,1.7826664289778091,0,0,6.42389610344596,8281
ND,105,415,No,Yes,23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,False,0,66.17999999999999,2.276470588235294,2.4466666666666663,2.454054054054054,1.7,0.0,2,210,0.0,0.0,0,0,694.5999999999999,2.2764703204152563,0,0,6.544774782480128,11025
NV,71,415,Yes,No,0,178.2,113,30.29,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67,3,True,1,56.41,1.5769911504424778,1.7851063829787235,1.6405405405405404,4.533333333333333,0.04225352112676056,2,142,90.87,13.6,0,0,541.7,1.576991010885751,1,3,6.296556681069359,5041
FL,132,510,No,Yes,36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,True,1,68.38000000000001,2.196116504854369,1.4527999999999999,2.5372549019607846,2.1,0.022727272727272728,2,264,115.35000000000001,0.0,0,1,677.0999999999999,2.196116291639195,0,0,6.519294769689797,17424
MD,112,415,No,No,0,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1,False,0,60.739999999999995,1.654368932038835,2.8197183098591547,2.583,2.9,0.008928571428571428,1,112,28.97,0.0,0,0,640.5000000000001,1.6543687714205075,0,0,6.463809184055691,12544
AL,41,510,No,Yes,34,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64,2,False,0,66.57,3.085714285714286,2.3172727272727274,1.3930434782608694,1.911111111111111,0.04878048780487805,2,82,66.1,0.0,0,0,626.7,3.085713795918445,0,0,6.442062345323486,1681
NE,44,415,No,No,0,240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,1,False,0,68.53,1.645890410958904,1.9831325301204819,2.270754716981132,5.3,0.022727272727272728,1,44,40.85,0.0,0,1,656.1999999999999,1.6458902982266919,0,0,6.487988386163113,1936
NV,78,408,No,No,0,75.0,116,12.75,248.7,87,21.14,176.0,83,7.92,9.5,6,2.57,3,False,0,44.38,0.646551724137931,2.8586206896551722,2.1204819277108435,1.5833333333333333,0.038461538461538464,1,78,38.25,0.0,0,0,509.2,0.6465516684007182,0,0,6.234802805707711,6084
IL,149,408,No,No,0,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,False,0,33.22,0.5905982905982905,1.3630000000000002,3.4283018867924526,2.1,0.006711409395973154,1,149,11.75,0.0,0,0,393.40000000000003,0.5905982401198084,0,0,5.97736562272848,22201
WV,72,510,No,Yes,33,96.6,59,16.42,315.4,98,26.81,163.3,117,7.35,6.2,4,1.67,4,True,1,52.25000000000001,1.6372881355932203,3.2183673469387752,1.3957264957264959,1.55,0.05555555555555555,2,144,65.68,0.0,0,0,581.5,1.6372878580868035,0,0,6.367329185439855,5184
AR,74,510,No,No,0,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3,False,0,53.38,1.337837837837838,3.488095238095238,3.4843373493975904,1.6500000000000001,0.04054054054054054,1,74,75.75,0.0,0,0,594.1,1.3378377173119174,0,0,6.388729458650807,5476
UT,50,510,No,No,0,258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,1,False,0,70.89,2.4349056603773587,1.5226415094339623,2.0463636363636364,2.34,0.02,1,50,43.88,0.0,0,1,656.3000000000001,2.434905430669299,0,0,6.4881405352695305,2500
GA,141,510,No,Yes,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,False,0,51.22,1.3366071428571427,1.3771186440677967,1.9156521739130437,3.8,0.02127659574468085,2,282,76.35,0.0,0,0,540.1,1.3366070235172298,0,0,6.29360410464869,19881
AZ,140,408,No,No,0,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,False,0,54.88999999999999,1.117910447761194,1.6775510204081634,2.3766129032258063,4.05,0.007142857142857143,1,140,25.47,0.0,0,0,617.0000000000001,1.1179103643350474,0,0,6.426488457457691,19600
ID,99,408,No,No,0,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2,False,0,61.05,1.8666666666666667,1.4775700934579439,2.9510869565217392,2.8,0.020202020202020204,1,99,64.74,0.0,0,0,631.2,1.8666664836601488,0,0,6.4492057997815175,9801
HI,166,408,No,No,0,181.4,108,30.84,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,1,False,0,60.589999999999996,1.6796296296296296,4.7,1.1946808510638298,1.9333333333333333,0.006024096385542169,1,166,30.84,0.0,0,0,559.1,1.679629474108382,0,0,6.3281153392157865,27556
MD,74,415,No,No,0,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,False,0,54.99999999999999,1.3422413793103447,2.757142857142857,2.6536082474226803,2.025,0.0,1,74,0.0,0.0,0,0,594.9,1.342241263599891,0,0,6.3900728677529335,5476
GA,117,510,No,No,0,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,False,0,60.41,1.5778947368421052,2.3281818181818186,2.3119565217391305,1.0230769230769232,0.017094017094017096,1,117,50.96,0.0,0,0,632.0,1.57789457074794,0,0,6.450470422144176,13689
GA,85,510,No,No,0,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11.0,2,2.97,3,False,0,70.5,1.684090909090909,2.292079207920792,2.98,5.5,0.03529411764705882,1,85,113.37,0.0,0,1,688.3,1.6840907815082742,0,0,6.535676589891606,7225
UT,36,415,No,Yes,16,149.4,111,25.4,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,0,False,0,44.379999999999995,1.345945945945946,1.1663716814159293,1.525287356321839,3.35,0.0,2,72,0.0,0.0,0,0,420.6,1.3459458246895653,0,0,6.044056997227153,1296
IN,76,415,No,No,0,204.2,100,34.71,292.6,139,24.87,244.3,105,10.99,10.5,2,2.84,0,False,0,73.41,2.042,2.1050359712230216,2.3266666666666667,5.25,0.0,1,76,0.0,0.0,0,0,751.6,2.0419997958000202,0,0,6.6235338781593365,5776
